Google Nexus 5;1080;1920
Pixel_3_API_25;1080;2160
Pixel_2_API_25;1080;1920
Google_Nexus_5X;1080;1920
Nexus_6P_API_25;1440;2560
Nexus_6_API_25;1440;2560
Nexus_S_API;480;800
Pixel_3a_API_25;1080;2220
Pixel_3a_XL_API_25;1080;2220
Pixel_API_25;1080;1920
Google_Nexus_4;768;1280
Pixel_3_XL_API_25;1440;2960
Pixel_2_XL_API_25;1440;2880
Pixel_XL_API_25;1440;2560
